,feature,tfidf,mi_value,df_dep,df_nonDep,cpd,ig_value
737,debt,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
738,dec,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
739,decade,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
740,decayed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
741,december,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
742,decent,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
743,decided,0.0,0.016973598179591265,4,7,0.2727272727272727,0.0244877259197378
744,decision,0.0,0.006073047396477765,2,2,0.0,0.008761555361981754
745,dedication,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
746,deeeeep,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
747,deep,0.0,0.017629232152034255,11,1,0.8333333333333334,0.025433605800418868
748,deeply,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
749,deficient,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
750,defined,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
751,definitely,0.0,0.007511412231205749,3,2,0.2,0.010836677176032872
752,degree,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
753,degrees,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
754,delicious,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
755,delusional,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
756,delusions,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
757,dementia,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
758,democracy,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
759,dependency,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
760,depending,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
761,depressed,0.0,0.023598016467192014,15,1,0.875,0.03404474133203328
762,depresses,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
763,depression,0.0,0.09232256111432824,52,8,0.7333333333333333,0.1331933010818096
764,depressionanxiety,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
765,depressions,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
766,depressive,0.0,0.011736694262543885,7,1,0.75,0.01693247060900127
767,derealization,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
768,dermis,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
769,describe,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
770,description,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
771,desert,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
772,deserve,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
773,deserves,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
774,desire,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
775,desk,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
776,desperate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
777,desperately,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
778,despise,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
779,despite,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
780,destination,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
781,destroy,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
782,destroyed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
783,destroying,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
784,detail,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
785,details,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
786,detrimental,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
787,devastated,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
788,develop,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
789,developed,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
790,developing,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
791,development,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
792,devised,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
793,diagnose,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
794,diagnosed,0.0,0.05323389177565006,35,0,1.0,0.07680027167194925
795,diagnosis,0.0,0.008701919484577523,6,0,1.0,0.012554216086614667
796,diamond,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
797,dictates,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
798,didnt,0.0,0.008954287188681836,4,2,0.3333333333333333,0.012918305721806855
799,die,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
800,died,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
801,diet,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
802,difference,0.0,0.007511412231205749,3,2,0.2,0.010836677176032872
803,different,0.0,0.017924322323479035,8,4,0.3333333333333333,0.025859330927377355
804,differentiating,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
805,difficult,0.0,0.006073047396477765,2,2,0.0,0.008761555361981754
806,dig,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
807,dinner,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
808,direction,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
809,disabilities,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
810,disabled,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
811,disappeared,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
812,disappointed,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
813,disappointment,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
814,disassociate,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
815,disassociating,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
816,disc,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
817,disconcerting,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
818,disconnected,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
819,discovered,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
820,discuss,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
821,disgusted,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
822,dishes,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
823,disorder,0.0,0.023598016467192014,15,1,0.875,0.03404474133203328
824,disordered,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
825,disorganisation,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
826,disorganized,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
827,disoriented,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
828,dissociate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
829,dissociation,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
830,dissolvable,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
831,distract,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
832,distracted,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
833,district,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
834,divorce,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
835,divorcing,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
836,dizzy,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
837,doctor,0.0,0.011639208768652973,8,0,1.0,0.01679182877040608
838,doctors,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
839,doesbut,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
840,doesnt,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
841,dog,0.0,0.02021863482813254,4,9,0.38461538461538464,0.029169324200091107
842,dogs,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
843,donate,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
844,donated,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
845,donator,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
846,done,0.0,0.016149028860502547,10,1,0.8181818181818182,0.023298123852219077
847,dont,0.0,0.03573229650436961,19,5,0.5833333333333334,0.05155080696642744
848,doom,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
849,door,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
850,dopractice,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
851,dosage,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
852,dose,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
853,double,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
854,doubling,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
855,doubt,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
856,doughnuts,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
857,downs,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
858,downstairs,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
859,dozed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
860,dozen,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
861,dragging,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
862,drained,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
863,draining,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
864,drama,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
865,dramatic,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
866,draw,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
867,drawing,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
868,dread,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
869,dream,0.0,0.009109611790765929,3,3,0.0,0.013142391754961014
870,dreamed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
871,dreaming,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
872,dreams,0.0,0.01199018674113236,5,3,0.25,0.017298182950763685
873,dreamt,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
874,dress,0.0,0.004822422863544671,0,3,1.0,0.006957285550304726
875,drew,0.0,0.006440377805464893,0,4,1.0,0.009291501121394652
876,drinking,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
877,drive,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
878,driveway,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
879,driving,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
880,drop,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
881,dropped,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
882,dropping,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
883,drove,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
884,drown,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
885,drowning,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
886,drug,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
887,drugs,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
888,due,0.0,0.016345312742577986,8,3,0.45454545454545453,0.023581301635495655
889,dug,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
890,dull,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
891,duloxetine,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
892,dumb,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
893,dumbest,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
894,dumped,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
895,dumping,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
896,dunno,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
897,dying,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
898,dyslexia,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
899,eagles,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
900,earlier,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
901,early,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
902,earned,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
903,earning,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
904,ears,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
905,earth,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
906,ease,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
907,easily,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
908,easy,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
909,eat,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
910,eaten,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
911,eating,0.0,0.014888995558983466,7,3,0.4,0.021480280056762724
912,economy,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
913,ect,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
914,ed,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
915,edge,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
916,edit,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
917,editor,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
918,edits,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
919,education,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
920,effect,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
921,effects,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
922,effexor,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
923,efforts,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
924,eight,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
925,either,0.0,0.011639208768652973,8,0,1.0,0.01679182877040608
926,elated,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
927,elbows,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
928,eldest,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
929,election,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
930,electrical,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
931,electrician,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
932,elementary,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
933,else,0.0,0.04827855317220191,31,1,0.9375,0.0696512292428294
934,email,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
935,emailed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
936,emails,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
937,emdr,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
938,emo,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
939,emotional,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
940,emotionally,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
941,emotions,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
942,empty,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
943,ems,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
944,encounters,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
945,encouraging,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
946,end,0.0,0.01199018674113236,5,3,0.25,0.017298182950763685
947,ended,0.0,0.010547634895469468,4,3,0.14285714285714285,0.015217020556800631
948,ending,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
949,endofyear,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
950,energetic,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
951,energy,0.0,0.011736694262543885,7,1,0.75,0.01693247060900127
952,engaged,0.0,0.004822422863544671,0,3,1.0,0.006957285550304726
953,engagement,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
954,engineering,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
955,englishcreative,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
956,enjoy,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
957,enjoying,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
958,enough,0.0,0.029705214071195495,16,4,0.6,0.04285556502905774
959,entire,0.0,0.009109611790765929,3,3,0.0,0.013142391754961014
960,entirely,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
961,entryway,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
962,environment,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
963,episode,0.0,0.0088183915378462,5,1,0.6666666666666666,0.012722249740267366
964,episodes,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
965,equated,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
966,er,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
967,escape,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
968,escaping,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
969,especially,0.0,0.01623735334965299,9,2,0.6363636363636364,0.023425549154705516
970,estatic,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
971,esteem,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
972,et,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
973,etc,0.0,0.010168238507650454,7,0,1.0,0.014669667269562425
974,euphoric,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
975,evacuation,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
976,evaluated,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
977,evaluation,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
978,even,0.0,0.08319218071569053,49,5,0.8148148148148148,0.12002094655926532
979,evenings,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
980,event,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
981,events,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
982,eventually,0.0,0.01027523787415664,6,1,0.7142857142857143,0.014824034724999713
983,ever,0.0,0.04936015631223038,25,8,0.5151515151515151,0.07121165272915819
984,every,0.0,0.04936015631223038,25,8,0.5151515151515151,0.07121165272915819
985,everyday,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
986,everyone,0.0,0.015182823794030673,5,5,0.0,0.021904184594339182
987,everything,0.0,0.04030046667575957,20,7,0.48148148148148145,0.05814128341862779
988,everythings,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
989,evidenced,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
990,ex,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
991,exacerbating,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
992,exact,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
993,exactly,0.0,0.007511412231205749,3,2,0.2,0.010836677176032872
994,exam,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
995,example,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
996,examples,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
997,exams,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
998,except,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
999,excessively,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1000,exchanged,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1001,excited,0.0,0.023485440821044458,4,11,0.4666666666666667,0.03388232900561128
1002,exciting,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1003,excuse,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1004,excuses,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1005,executive,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1006,exercise,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1007,exercising,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1008,exhausted,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1009,exhausting,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1010,exist,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1011,existence,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1012,existential,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1013,existing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1014,exitement,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1015,exorciststyle,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1016,expect,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1017,expectations,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1018,expecting,0.0,0.004822422863544671,0,3,1.0,0.006957285550304726
1019,expects,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1020,expensive,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1021,experience,0.0,0.01623735334965299,9,2,0.6363636363636364,0.023425549154705516
1022,experienced,0.0,0.008701919484577523,6,0,1.0,0.012554216086614667
1023,experiences,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1024,experiencing,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1025,explain,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1026,explained,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1027,explains,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1028,exposed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1029,extinction,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1030,extra,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1031,extreme,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
1032,extremely,0.0,0.022098560129505174,14,1,0.8666666666666667,0.031881483109622355
1033,eyes,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
1034,face,0.0,0.009109611790765929,3,3,0.0,0.013142391754961014
1035,facebook,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1036,faced,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1037,faces,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1038,facial,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1039,fact,0.0,0.01027523787415664,6,1,0.7142857142857143,0.014824034724999713
1040,factories,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1041,factory,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1042,fade,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1043,faded,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1044,faggot,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1045,failed,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1046,failure,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1047,fair,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1048,fairly,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1049,faith,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1050,fake,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1051,faking,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1052,fall,0.0,0.011853685370655224,6,2,0.5,0.017101253100502256
1053,falling,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1054,family,0.0,0.04379434469245476,16,13,0.10344827586206896,0.06318188390678581
1055,familyfriend,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1056,familys,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1057,fan,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1058,fantastic,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1059,fantasy,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1060,far,0.0,0.012146203799609845,4,4,0.0,0.017523267987323288
1061,fares,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1062,fast,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1063,faster,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1064,fat,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1065,fatass,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1066,father,0.0,0.007860159198602208,1,4,0.6,0.01133981269642037
1067,fatigue,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1068,fatigued,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1069,fault,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1070,fave,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1071,favorite,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1072,favourite,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1073,fb,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1074,fear,0.0,0.01027523787415664,6,1,0.7142857142857143,0.014824034724999713
1075,fed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1076,feel,0.0,0.14307240570528318,70,23,0.5053763440860215,0.2064098501990651
1077,feeling,0.0,0.041901460882840906,19,9,0.35714285714285715,0.060451029821676605
1078,feelings,0.0,0.010168238507650454,7,0,1.0,0.014669667269562425
1079,feels,0.0,0.02084108947520611,10,4,0.42857142857142855,0.030067336432602065
1080,feet,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1081,fell,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1082,fellow,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1083,felt,0.0,0.020959665888776798,9,5,0.2857142857142857,0.030238406036427246
1084,female,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1085,feminist,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1086,fianc,0.0,0.008063632832409256,0,5,1.0,0.01163336309886609
1087,fiance,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1088,fibromyalgia,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1089,fifty,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1090,fight,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1091,fighting,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1092,figure,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1093,figured,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1094,fill,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1095,film,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1096,films,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1097,final,0.0,0.007860159198602208,1,4,0.6,0.01133981269642037
1098,finally,0.0,0.06397380908072403,9,31,0.55,0.09229469710753702
1099,finaly,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1100,finances,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1101,financial,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1102,financing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1103,find,0.0,0.019183203054171614,11,2,0.6923076923076923,0.027675511914618367
1104,finding,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1105,fine,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1106,fingers,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1107,finished,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1108,finnaly,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1109,fire,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1110,fired,0.0,0.008701919484577523,6,0,1.0,0.012554216086614667
